,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sweden,37780410971.5891,41226083939.6036,48553080554.0366,58919228360.8493,65472442954.9936,82206946953.4459,88630532995.8001,93694460942.0345,103587825561.409,122376674146.536,140929526049.52698,128623976141.779,113443965037.893,104154391119.31401,108307260821.487,113188806275.941,149266169881.731,181510068304.91602,205293652024.18698,216164703032.515,259702743297.19397,271985294117.647,281991586297.685,211209030469.87,227273045385.091,265393913636.129,289757500391.132,266383915166.691,268917163804.54,272291983571.41602,261336191924.595,241018129703.17102,265335860659.73602,332268975371.42303,382625168619.646,389753053902.525,420220967056.435,487975030959.775,515413729045.44604,435113102031.959,495328620126.02795,572744002632.359,550926978153.434,584637790103.989,580249344644.964,503650641896.128,515744370225.386,540545236387.733,556086488936.559
Switzerland,24274352535.0447,29170474329.8284,35777705318.0016,48114436814.1887,55450129782.8145,63570469595.2038,66492205213.7944,71016880809.3715,99316845723.3471,111638662498.21,119007742828.70801,108991669311.775,111712865696.718,111312119001.99,106286031062.261,107765015658.544,154480941599.526,193467185304.818,209298156700.608,202075615813.683,258074293475.066,261115304784.43,271810823070.38602,264350026371.29602,292648262456.656,342625941005.368,330089017740.148,286516667583.308,295042443734.178,289921177272.652,272048653596.768,278628794815.168,301415359817.016,352927705799.264,394165009388.183,408697012456.33203,430906299548.322,479926694378.03296,554368605509.2379,541485750522.24,583782977892.294,699579638638.2261,668043614172.9929,688504173396.93,709182559903.647,679832291710.921,671309197376.701,679950482029.061,705140620046.7
Syrian Arab Republic,1755897435.89744,2062564102.5641,2381025641.02564,2550000000.0,4090000000.0,5310512820.51282,6388461538.46154,6991025641.02564,8383589743.589741,10077435897.4359,13146153846.1538,16865897435.8974,17637948717.9487,18792564102.5641,19318461538.4615,10044355486.8105,9739877593.08623,10171076572.8862,11926773585.6131,10284555320.8251,11158969881.6372,12447856350.7633,14446511390.371,15554699248.1203,12390236741.383001,13538886267.4718,15141436047.9781,16176339761.5321,17468375690.6077,17806347826.086998,19665717391.3043,21008326086.9565,21782045454.5455,20857553398.0583,24545808576.5952,28396996496.9604,33108815444.6078,40271781586.2894,52557913192.8293,54111735241.5027,60465112081.72401,67293034963.1059,46838060828.1611,27016195585.5304,23114403425.6796,19090102132.2973,12377358504.2303,13182092625.598,16628214358.818
Tajikistan,,,,,,,,,,,,,,,,,,,,,2838990985.95116,2726613841.73998,1980013090.3934102,1694509428.55819,1362055915.41895,1218179549.22045,1032552527.9187801,911770707.1724961,1305604689.52197,1074704829.43414,860686333.534016,1080899168.49046,1221033717.62095,1555024444.42025,2076109307.89062,2312320181.3961897,2830152927.2957397,3719437034.3114705,5161241428.56102,4979375408.59945,5642175855.7955,6522755783.3925705,7633036366.034921,8506195470.41497,9236655032.50588,7854581150.770571,6952700309.80101,7157830304.81428,7522934108.943621
Thailand,7387400693.25622,7689743551.18701,8524733046.406409,11300410047.1313,14286526256.9746,15517176809.3396,17708942971.5128,20622632283.5029,25029656224.392998,28534639725.08,33528243809.9059,36111268394.5938,37918315859.548,41496718397.6265,43315283999.9384,40313009996.1532,44661581595.7136,52370346052.7604,63906341299.3127,74874431698.3387,88460359716.5536,101246679918.139,115577276803.905,128889262554.627,146683779608.917,169278918603.436,183035238433.43802,150180454390.44598,113675595413.496,126669212337.245,126392223203.461,120296476180.402,134300903357.96199,152280616469.478,172895635785.75598,189318457214.302,221758373918.083,262942682505.754,291382985568.989,281710541673.352,341104671649.25,370818768365.634,397558393885.636,420333691698.335,407339005228.886,401295745750.44604,412352984229.26294,455275339458.795,504992355352.43396
Timor-Leste,,,,,,,,,,,,,,,,,,,,,202988925.0,233866810.0,297479485.0,343430082.0,388340170.0,438116676.0,511530070.0,476074738.0,542814187.0,375548442.0,439646122.0,517708471.0,510677040.0,543315609.0,1078373729.0,1813708128.0,2657842665.0,2881040228.0,4391368105.0,3199666691.0,3998961314.0,5672048723.0,6661664575.0,5637671696.0,4041636957.0,3092624755.0,2503532102.0,2487269437.0,2581000000.0
Togo,307572753.889343,346619960.519285,403631116.997585,471165652.18834007,630555838.931104,695563767.363796,662783400.778396,798279600.698097,989000276.348314,1181022343.50505,1313589323.4451802,1103142544.3489401,953579622.9295641,857672190.023981,810454116.056007,859889946.4521099,1219876367.6621099,1436261541.8764699,1740986708.30884,1708225552.2153401,2057077762.8241,2032468341.91703,2131363214.77372,1624510801.07134,1259116884.84623,1662902166.21681,1817561883.56428,1850962626.7932398,1751786900.49868,1754986770.44256,1488185825.92099,1481141835.69939,1698678677.58011,2111093147.63164,2255942209.5969,2280575644.85917,2349495577.4060197,2659095197.70928,3310278255.0948,3365711862.28056,3426022056.53098,3867391502.5933795,3873529653.8276896,4320427168.271811,4569131631.05146,4177702921.77192,4486979084.25525,4631639952.36238,5165454129.71556
Tonga,17097198.0976034,19366562.7075952,23258038.043335896,34394956.1654544,46020017.1114781,42521060.4483715,39373459.3556229,44730217.603449106,54417315.0469163,58411277.213646606,78888351.7341311,81873830.27940041,85288621.89195071,85778437.2397048,85626304.78467959,73173087.1302272,87548451.7980634,105276516.21870899,145152958.57402098,151616881.231999,162077481.252853,195233213.214873,192695248.566746,190205062.653602,194446384.651965,203244208.848054,220335839.913895,212889782.220007,189336250.912553,195341025.162873,189279012.84330702,166867277.435099,181456145.722458,207372946.887209,237983797.236551,261549422.275444,291675601.7851,304982360.96215,341991795.98128396,326174530.94229704,373874368.006912,448248753.19861907,465656721.731238,439248033.84858,448509748.073625,400437227.222422,421462469.246404,492406819.62627,504201190.13854694
Trinidad and Tobago,824209304.587895,899175347.12684,1086564716.82986,1312201083.47965,2047636037.38308,2449189234.40422,2507350733.83979,3147186079.64466,3572075000.65503,4614870229.0062,6252593504.27191,7010876092.087871,8162295823.400959,7784616782.410259,7777932195.516999,7395742764.08163,4807330564.16667,4810672856.66667,4508997001.36585,4334677991.294121,5081621360.23529,5322266412.941179,5454149338.823529,4589120036.079829,4960528910.17684,5343524479.08224,5775117392.9678,5753240850.41697,6059930866.66537,6827267234.59652,8176306878.21141,8848536207.308691,9032509521.792591,11335845702.053999,13315993869.9183,16025346475.1365,18418476734.2509,21700437396.1894,27944985326.817997,19226676949.1521,22182402083.7031,25501396676.0843,25763212543.1308,27268350935.9042,27615871636.1156,25062733532.2288,22284894351.8986,22474742027.9444,23808482886.7091
Tunisia,1580150283.33442,1850153457.47682,2456627934.64219,2998181653.0423303,3893032694.0525,4752807682.51444,4949577701.47415,5610218970.99946,6552819652.7135,7892697818.107941,9598966474.63964,9253650093.92114,8929910896.92928,8892063983.91847,8819063797.47858,9233652000.38283,9900715369.18774,10646090579.6992,11084741665.3957,11090784964.6897,13519511970.3985,14283162471.4635,17014069537.9339,16038489353.0042,17163868139.8673,19795275585.5141,21504388976.5343,20746659179.1062,21802978475.0488,22943285282.3031,21473485916.2705,22065910932.8653,23141732073.5253,27454007207.5801,31183951432.3948,32272178403.5146,34376664600.5898,38909880790.5673,44855069425.1879,43455740497.3061,44051138745.2843,45811168858.8444,45044353268.2057,46252262763.9659,47633093271.0913,43172979180.0166,41802053591.3472,39813043886.0473,39895097629.902
Turkey,25032440307.6341,23612085201.1319,29672296819.788,37260636042.4028,51398557966.5173,64244816944.1964,73490367898.5962,83809190522.5074,92521068277.509,126287153089.093,94702531736.3648,97794115642.2315,88852607938.1423,84907556316.5583,82582267721.8841,92554348105.4998,104246353010.12,119995985833.956,125068425576.29301,147493743595.383,207420947044.599,207923724021.85397,219010268284.792,248368870863.026,179855478069.195,233085150434.14398,249804374806.715,261386748447.63397,275743046532.87897,255894738622.536,272971313228.895,200253872681.66602,238423947474.82397,311826076586.99896,404776162811.6,501422605584.633,552504931298.731,675754083653.1421,764322912054.5409,644656632183.174,771876791246.0641,832546270798.08,873981786525.478,950595270290.568,934167809320.99,859794177116.272,863711710432.111,852669150469.54,771355099640.0991
Turkmenistan,,,,,,,,,,,,,,,,,,,,,3070602110.84686,3028250945.3263,2633726192.55832,2736568445.80066,2311472666.1785398,2190023667.8259697,2379541798.83352,2681068281.00802,2861812276.3368697,3856923076.9230795,4932307692.30769,6753648653.84615,8699983269.23077,11283414528.5342,12166388384.9799,14181320970.0264,16212822888.4369,18489186212.2461,21628517029.8286,20214385964.9123,22583157894.7368,29233333333.3333,35164280701.7544,39197543859.6491,43524210526.3158,36051602134.7359,36169428571.4286,37915175475.7143,40749261428.2857
Turks and Caicos Islands,9775102.0,11011841.0,12404978.0,13974358.0,15742422.0,17734281.0,19978052.0,22504860.0,25351947.0,28560773.0,32175383.0,36245234.0,40821803.0,45992425.0,51827845.0,58383835.0,65748646.0,73977309.0,83494321.0,94177545.0,105910726.0,119085207.0,133400394.0,152914601.0,171948949.0,190503441.0,214016460.0,235317161.0,265162140.0,294589583.0,319443334.0,358744802.0,366707912.0,409753640.0,485598806.0,578645758.0,721891473.0,773489744.0,862683634.0,703175747.0,686787814.0,728789574.0,715722768.0,740777000.0,823968000.0,893502000.0,950358000.0,962526336.0,1022312537.0
Tuvalu,2585174.33393811,2747866.45914154,3028236.12749231,3783673.01589663,4013522.30082124,3847741.36197395,3797642.00122143,3546257.86992627,3853304.3676390997,3998562.92883083,4296581.10058581,4721823.88507259,3785516.48119965,3995441.50604229,4341304.77833646,3515620.90918525,4370396.3255332,5310255.0098727,7525538.93833543,8207359.922399499,9539000.35647655,10145231.4075821,10709079.314409401,9578663.91034708,11428251.1251745,11762503.868513199,12493198.2815064,13397556.7397468,12981362.102488,13782251.0403561,13834106.035775598,13278694.8667985,15534084.281299898,18357812.394442603,21627960.2354105,21679347.9312293,22893155.1436401,27015663.0664667,30005404.3927992,26925702.149689,31395698.911395002,38252593.747494504,37201176.9085557,37107939.5413413,36782745.800418496,35038170.0741921,39545503.5022845,43912496.9007375,46039144.34187629
Uganda,1423837335.8294199,1575309484.4518301,1711634243.55476,2003224946.6995,2425947281.36071,2786868366.1642103,2940240502.64656,3165129975.93777,3252249537.62528,3081816017.31616,3245958512.65115,3690224215.0611205,4223561959.42887,4667469897.911321,4612468777.7313795,4743247500.81431,5403025508.14286,6044500490.096,6911248660.9235,6104153923.20665,4317904882.94791,3500301072.4728,3759194856.08391,3885267223.88368,6109850127.28751,7148425194.3442,7244064694.163641,7801397315.012871,7493399837.024071,7114173412.80608,6778753494.96982,7046787987.342641,7412789670.56392,7834565334.77255,9375215635.61654,11158132910.1915,12237265413.2304,15057535087.1227,18201246097.5643,19057174209.2308,19683140498.7398,21482560429.8294,24445697396.9813,25713233607.0661,27829403633.0754,25097896180.1246,25423489483.1262,27208082674.7976,30098103261.3187
Ukraine,,,,,,,,,,,,,,,,,,,,,93471227991.6626,88226480762.2596,81261826281.2099,71356341341.5372,56165719853.5012,50375858047.8693,46146055635.3645,51937951282.3245,43374410980.9658,32705564368.8629,32375081951.1418,39309154141.9572,43956163612.0433,52010352502.0057,67217871022.9934,89238865118.5263,111884752475.248,148733861386.139,188110375778.93103,121552148243.748,136012480321.765,163160432768.891,175780733796.164,183310146378.08102,133503867181.971,91030968761.4155,93355868977.6619,112190328583.388,130832411280.987
United Arab Emirates,1067266663.7235199,1462298218.70191,2201609970.39721,4267682605.4905205,11768960346.192,14913105617.7258,19464294994.4541,25197030752.7763,24086428985.0104,31633624905.7584,44168902930.2939,49978178963.4917,47231997233.5146,43362742846.4622,42354292119.49,41134253523.0183,34387154898.6652,36860291624.8979,36749676278.9431,42006844975.2111,51363957467.4476,52225758567.1479,54948005423.0455,56352199950.1498,60080131150.6402,66602765375.647,74532671761.6453,79866461486.8739,76663323509.0538,85548961330.4289,105700982176.44699,104661744313.41,111251308555.48,125971349039.346,149756056208.305,182977708322.39603,225019084677.46802,261286649416.746,319597350363.785,256860757131.654,289787452661.402,350666058392.103,374590657683.322,390107528483.05,403137207534.92206,358134944420.42206,357045156018.516,377701060177.536,414178942592.512
United Kingdom of Great Britain and Northern Ireland,130682295637.119,148106601857.137,169969084028.49,192551676950.86102,206152361030.543,241734621312.295,232610445456.538,263079306617.242,335880078399.848,439011580877.70294,564954276868.089,540720761152.05,515006780277.423,489599764279.81604,461483005638.35297,489256281228.66705,601455004221.652,745130338365.8,910171030657.6809,926926143222.19,1093213710428.01,1142766274398.22,1179713014951.83,1061457883633.55,1140443311074.5,1341651841345.59,1415450995322.62,1558986081396.24,1650107762640.66,1682516759441.44,1657739274281.1,1640352405150.76,1784411516383.82,2053110956002.11,2417020030026.73,2538687692993.01,2713816346307.18,3101058149888.45,2922848614229.28,2410837449513.08,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29,2666229179958.01,2855296731521.97
United Republic of Tanzania: Mainland,2314168967.8622303,2475880766.7343197,2818461894.02322,3363300741.41572,4039509154.73462,4650315132.52381,5036368227.62195,6016862581.2494,7206662357.50633,7629150342.09656,8877708710.84401,10241211130.5915,10837126940.3424,10932445486.2653,10042867648.9085,11074740716.262,7823540180.45812,5482046564.32777,6388881340.45228,6823580232.02945,6522056192.01503,7371506621.9099,6561199889.86639,5986857548.11323,6178669104.47684,7198265406.404559,8898076173.04202,10524852801.8591,11481091585.4865,11776904717.8861,12369447693.7183,12609623669.4636,13122142149.8637,14158652042.9413,15575441511.5946,17173711382.9736,18878388502.7914,21811294658.4105,27782618424.4421,28985543317.741,31553243070.0092,34044673655.9058,39367371639.4079,45598087375.2702,49941452506.1705,47378599806.0988,49774022058.9772,53275945889.3017,57145269024.8366
United Republic of Tanzania: Zanzibar,,,,,,,,,,,,,,,,,,,,,136679752.72218898,154481297.40228602,154486568.54743302,150381591.655621,152488689.120336,185901730.964493,240363576.96976298,278641016.316179,280597559.77946204,278755659.839392,297788483.289294,317446919.567098,331289043.350176,345333302.086315,395453680.244543,437575646.152129,509643859.815106,590183991.716217,733433893.724879,756039699.272474,816733624.188627,860623392.986894,1006947058.2824401,1147181429.57908,1298364052.49701,1183845885.6381302,1262099916.2592099,1448096082.0532699,1618001296.16158
United States,1073303000000.0,1164850000000.0,1279110000000.0,1425376000000.0,1545243000000.0,1684904000000.0,1873412000000.0,2081826000000.0,2351599000000.0,2627334000000.0,2857307000000.0,3207042000000.0,3343789000000.0,3634038000000.0,4037613000000.0,4338979000000.0,4579631000000.0,4855215000000.0,5236438000000.0,5641580000000.0,5963144000000.0,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577552000000.0,9062817000000.0,9630663000000.0,10252347000000.0,10581822000000.0,10936418000000.0,11458246000000.0,12213730000000.0,13036637000000.0,13814609000000.0,14451860000000.0,14712845000000.0,14448932000000.0,14992052000000.0,15542582000000.0,16197007000000.0,16784851000000.0,17527258000000.0,18224780000000.0,18715040000000.0,19519424000000.0,20580223000000.0
Uruguay,2537649193.54839,3048556451.6129,2450067269.39627,3128676885.92342,4334170818.81315,3824532836.3771896,4007226949.28085,4487941893.8307,5377141228.55562,7698314224.9627905,10642194984.8443,11880159357.6282,9727902141.482191,5635610957.31013,5355153238.31107,5225664527.50295,6493946628.0727,8136331258.63738,8395984290.42628,8603748975.46867,9239418919.879921,11095737334.4413,14222511105.7603,16568270579.26,19298684423.6126,21312174665.1441,22657097697.811,23969738389.2606,25385887793.2247,23983931988.7471,22823249544.9227,20898758301.0385,13606503906.9544,12045652609.3325,13686372968.9053,17362839378.069,19579486728.5862,23410566858.4989,30366193328.5016,31660914909.6914,40284556645.2427,47962411092.007,51264476756.5665,57531224151.0983,57235936036.3761,53274361110.535,52687599875.3423,59530101407.4291,59596960264.2343
Uzbekistan,,,,,,,,,,,,,,,,,,,,,17670080184.0646,18177762337.9408,16509710996.0914,16513042371.4283,15988809077.7895,16177150416.5735,16753406999.6007,18641128673.0861,17994380804.4166,20507843171.3059,16520375874.0619,11074185622.4504,11721824024.2778,12056702234.485,14344357410.6011,17085010604.7163,20624380181.7949,26534599859.5693,35192723600.0492,40170447150.2841,46909050546.4337,56808246570.5264,64003298614.3968,68997174261.9073,76658544123.9222,81847409754.7629,81779019112.8554,59159948699.8365,50499920089.504005
Vanuatu,38009945.429515004,41066477.220327005,54568337.83139,66567750.577750295,66380250.98413721,80304268.7273249,77563534.962328,81253725.3645739,99159937.9703971,130491906.016088,124108470.019086,108054072.746082,107386477.852558,114552492.326949,139445966.312192,132567685.57904099,128759342.414345,136842570.76445702,161153805.067392,158020682.275045,171483936.956081,204237673.024401,213043502.694202,219337072.66085,240477205.755767,272633330.720859,283348297.50788796,285287900.373972,259835075.326916,265005464.57486,264975213.239532,254959115.71957,264219503.928447,314455045.796477,364996869.129618,394962431.82425,439376661.720733,526428309.94508797,607958816.128157,610066438.179705,700804045.1641201,792149995.808612,781702874.106058,801787555.8611209,814950466.150438,759689265.75271,804328186.2180231,880046991.5368891,888932153.068791
Venezuela (Bolivarian Republic of),13830145000.0,15190164772.7273,16729698139.5349,19926190697.6744,30529754418.6047,32124872325.5814,36750823488.3721,42354954186.0465,45987492790.6977,56508362790.6977,69147442790.6977,77581928604.6512,79230362325.5814,79019275813.9535,57933368266.0332,59963312266.6667,58560798804.1237,46477177517.2414,58280449655.1724,41437562277.2039,47036422264.0838,51726320756.7092,58464413009.9927,58097601867.7185,57163049494.4108,74888970832.6656,68255724660.357,85837778838.9386,91336823522.2499,97972842461.5131,117146477768.518,122911042273.63301,92889443989.8359,83529234838.0742,112451357067.325,145513578179.208,183477410340.00897,230364229156.963,315600372612.948,329419189566.837,393805672595.65,316482875993.752,381285990721.09705,371338321701.63,363480401902.17,344416526585.263,288684864778.116,248029436648.737,208338475198.25897
Viet Nam,2775103464.0,3023991667.0,3236929352.0,3350311755.0,3604730807.0,3896483090.0,4540826993.0,5413318416.0,6531932617.0,7140326003.0,2395583100.39006,1884649558.6327102,2190341259.38533,3288742278.283,5068648135.94452,4798284481.23098,5059244348.00389,5316476136.69035,5784716921.51214,6293310938.84641,6471744895.68466,7642396513.7306795,9866997752.67191,13180955662.6714,16281180654.771002,20736258011.9131,24657506930.2294,26843623395.1498,27209602050.0452,28683727991.0111,31172627975.5078,32685198809.2947,35064105500.8345,39552513231.0668,49494347770.8624,57633255739.4105,66371664817.0436,77414425532.2452,99130304099.1274,106014659563.143,115931749904.86,135539438559.709,155820001920.492,171222025390.026,186204652922.262,193241122948.63397,205276171342.862,223779866148.633,244901104103.38898
Yemen,,,,,,,,,,,,,,,,,,,,3254743572.56601,4028718867.68325,4177917217.8879795,4482478425.87672,4775365384.333961,4982870712.54739,5934613664.70426,7283682335.8014,7796848613.29792,7250960867.958641,8693539127.221159,10864562835.2568,11240446009.8969,12247088235.9004,13555490520.4099,15616652724.5013,19041162981.9634,22812476327.82,25633674769.2256,30397201734.9057,28459502978.6636,30906751818.2158,31078858676.0243,32074768400.4635,34755287255.0561,33224132578.4541,26660296290.6696,24742603719.6659,24152038809.9586,26671579498.6132
Yemen: Former Democratic Yemen,153591227.742045,141640385.599179,158511866.771881,129761393.59096299,137896550.34138998,140433353.678086,182448481.721456,224666010.77768397,271023058.291471,291785412.966152,355260706.054146,408176932.24592996,486872525.95305,512936033.516634,547405179.5007629,533093906.05540705,463362016.69535595,477016479.39618397,501867616.22534806,577931566.5161519,697315802.427333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen: Former Yemen Arab Republic,398314812.93227,471487494.965217,686981115.071851,624152221.295591,758277920.765196,924591586.797442,1017126134.85777,1172774742.46611,1300762824.4189599,1440126078.9377,1619890625.35464,1782434682.5704,2024715175.4109,2118389589.92502,2186539784.54417,2322291291.96483,2439010715.8215103,2565268890.90299,2702765236.82423,2864544804.73076,3595114986.71564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1544192382.9407198,1574164972.80474,1851647204.29172,2349834204.67584,2894548228.16422,2658265319.2934604,2813702551.5837398,2767425574.08931,3098138218.15154,3827221008.4033604,4314873626.37362,4016122280.7858205,4275405652.7590795,3992301826.8467,3194055408.03163,2772255857.59153,2105408104.90948,2108490541.75782,3470831506.07456,3955741798.52303,3794810422.77849,3376806697.1218,3307307864.53698,3273507753.8784103,3656867990.27005,3806998070.2893,3597234870.43629,4303317427.38195,3537731099.3191705,3404285909.20717,3600630375.51704,4094451990.9663296,4193839169.09831,4901869723.08776,6221109722.254829,8331863979.888441,12756947254.1147,14056884797.0503,17911045754.2352,15328304688.0895,20265400494.7482,24487593152.4413,24848207057.3504,26585248763.3043,26693142355.7567,20858963738.9269,21452664076.846,25868138215.2371,27282854511.8456
Zimbabwe,2336518315.0,2701724625.0,3336471760.0,4103781302.0,4938098908.0,5420653296.0,5357270897.0,5410606535.0,5413153502.0,6421605915.0,8257381101.0,9934543230.0,10589687509.0,9627835902.0,7876990743.0,8719664288.0,9616001507.0,10426005671.0,12085775628.0,12780973461.0,13560131346.0,12652473104.0,10433668192.0,10135143613.0,10656132607.0,11063283546.0,13466389367.0,13854127988.0,9705756429.0,9225079569.0,8720515330.0,8659189674.0,8215468047.0,7746503219.0,7416273145.0,7189091952.0,7048947785.0,6958294807.0,6348180738.0,9665793264.0,12041655177.0,14101920307.0,17114849880.0,19091019987.0,19495519631.0,19963120615.0,20548678073.0,22040902301.0,24311560545.0
